,Customer Number,Customer Code,Customer Fuel Unique ID,Customer Location Unique ID,Customer Type,Customer Fuel Type,Zone - Fuel,Usable Size,Optimum Delivery - Fuel,K Factor,Previous K Factor,Previous K Factor (2nd),Last DDay,Next DDay,Run Out DDay,Allow Smart K,Smart K Predictability,Smart K Previous Predictability,Recalc K Factor,Baseload,Estimated Delivery - Fuel,Currently in Tank,% Full,Salesperson - Fuel Acct,Customer Segment,Automatic Delivery,K Factor - Winter,K Factor - Summer,K Factor - Fall,K Factor - Spring,PIDCustomerFuel1
,23872,,23872,23872,Budget,,M25G1,247,190,8.88,8.78,7.98,54614,56269,56775,False,,,True,0.00,146,101,41%,,,1,8.57,8.88,7.25,7.25,23872
,149070,,149070,149070,Budget,,M31F9,247,206,6.00,5.45,4.95,94029,95263,95509,False,,,True,0.00,98,149,60%,,,1,7.99,5.45,4.50,4.50,149070
,493008,,493008,493008,,,M31F9,495,412,2.73,2.48,2.25,55287,56496,56722,False,,,True,0.00,186,309,62%,,,1,4.75,2.73,2.25,2.25,493008
,881334,,881334,881334,Budget,,M31F9,247,190,7.52,9.24,8.47,55690,57118,57546,False,,,True,0.00,25,222,90%,,,1,9.54,9.24,7.00,7.00,881334
,477501,,477501,477501,,,M31E9,247,190,8.06,7.71,5.46,93999,95530,95989,True,0.939,0.892,True,0.00,77,170,100%,,,1,4.89,10.32,7.86,7.76,477501
,436575,,436575,436575,,,M31E9,247,190,12.51,12.16,12.00,55027,57481,58194,True,,,True,0.00,62,185,75%,,,1,15.05,12.51,13.21,13.21,436575
,628458,,628458,628458,,,M31E9,247,206,5.85,5.32,5.14,94155,95360,95599,False,,,True,0.00,79,168,68%,,,1,5.14,5.32,5.32,5.32,628458
,155851,,155851,155851,,,M31E9,495,412,4.51,4.67,3.54,54645,56505,56879,True,0.909,,True,0.00,273,222,100%,,,1,3.95,5.19,5.02,4.92,155851
,336802,,336802,336802,Budget,,M31K5,247,190,17.44,11.82,7.90,94242,97555,98549,True,,,True,0.00,21,226,91%,,,1,8.54,17.44,12.99,12.99,336802
,422465,,422465,422465,,,M31K5,247,190,10.09,7.98,5.73,93438,95355,95930,True,0.876,0.877,True,0.00,117,130,100%,,,1,5.36,11.95,9.01,8.91,422465
,973921,,973921,973921,,,M31K5,247,190,11.67,9.41,8.09,93238,95455,96120,True,0.894,0.894,True,0.00,118,129,100%,,,1,7.90,13.23,10.82,10.82,973921
,936607,,936607,936607,,,M32J7,247,190,8.00,6.56,6.37,54846,56366,56822,True,0.924,0.929,True,0.00,129,118,100%,,,1,6.33,11.23,8.93,8.83,936607
,30256,,30256,30256,,,M32J7,247,190,7.49,6.81,6.34,94498,95921,96347,False,,,True,0.00,16,231,94%,,,1,4.17,6.34,4.26,4.26,30256
,976462,,976462,976462,,,32A13,247,190,9.14,8.29,10.28,55229,56965,57485,True,0.926,0.937,True,0.00,71,176,100%,,,1,7.69,12.65,10.72,10.42,976462
,956099,,956099,956099,,,25G12,247,190,11.92,10.07,8.53,93490,95755,96434,True,0.847,0.847,True,0.00,94,153,100%,,,1,7.57,14.60,11.49,11.89,956099
,358029,,358029,358029,,,25G12,247,190,7.19,8.68,6.25,94413,95780,96189,True,0.941,0.856,True,0.00,28,219,100%,,,1,5.49,9.11,7.80,7.10,358029
,358014,,358057,358057,,,25G12,247,190,10.15,11.42,9.15,94413,96341,96919,True,,,True,0.00,20,227,92%,,,1,9.40,11.42,10.41,10.41,358057
,138258,,138258,138258,Budget,,M31J9,247,190,6.50,6.05,5.50,55168,56415,56785,False,,,True,0.00,107,140,56%,,,1,6.77,6.50,5.00,5.00,138258
,146022,,146022,146022,,,M31J9,247,190,10.46,9.38,8.57,55431,57418,58014,True,0.926,0.926,True,0.00,42,205,100%,,,1,8.46,14.94,12.20,11.90,146022
,727164,,727164,727164,,,M38B2,247,190,5.29,4.95,4.50,55701,56706,57007,False,,,True,0.00,33,214,86%,,,1,4.81,4.95,4.50,4.50,727164
,290522,,290522,290522,,,M32G7,247,190,7.54,8.43,6.87,94547,95980,96409,True,0.932,0.941,True,0.00,9,238,100%,,,1,6.18,9.97,8.32,7.22,290522
,422686,,422686,422686,,,M38E6,247,190,7.83,7.34,6.89,55431,56919,57365,True,0.903,0.92,True,0.00,57,190,100%,,,1,6.72,10.68,9.05,8.85,422686
,631173,,631173,631173,Budget,,B41D3,247,190,13.27,11.54,12.80,92524,95046,95802,True,0.943,0.943,True,0.00,157,90,100%,,,1,11.10,13.75,13.28,12.78,631173
,410166,,410166,410166,,,34K10,247,190,10.09,9.04,8.19,93363,95280,95855,True,0.962,0.969,True,0.00,124,123,100%,,,1,8.02,10.32,9.77,9.97,410166
,216214,,216214,216214,,,34K10,247,190,6.99,6.86,6.24,55508,56836,57234,False,,,True,0.00,53,194,79%,,,1,6.97,6.86,5.67,5.67,216214
,215804,,215804,215804,,,34K10,247,190,12.16,12.32,11.65,55114,57424,58117,True,0.922,,True,0.00,63,184,100%,,,1,12.30,19.46,16.23,16.03,215804
,141767,,141767,141767,,,34K10,247,200,6.37,6.24,5.97,55424,56698,56997,True,0.968,0.968,True,0.00,71,176,100%,,,1,5.86,6.49,6.93,6.83,141767
,862734,,862734,862734,,,34K10,247,190,5.85,5.98,5.84,55114,56262,56595,False,,,True,0.00,124,123,49%,,,1,6.49,5.85,5.84,5.84,862734
,676774,,676774,676774,,,M38C1,247,190,13.75,13.35,8.62,55399,57988,58771,True,,,True,0.00,36,211,85%,,Auto Customer wants call prior to delivery,1,10.97,13.75,12.46,12.46,676774
,315480,,315480,315480,,,32B11,247,190,4.86,4.42,5.08,55334,56180,56457,False,,,True,0.00,128,119,48%,,,1,3.24,4.86,2.25,2.25,315480
,585388,,585388,585388,,,M38G5,247,190,5.45,4.95,4.50,54774,55948,56258,False,,,True,0.00,177,70,28%,,,1,6.78,5.45,4.50,4.50,585388
,628299,,628299,628299,,,M31G9,247,190,5.36,5.49,4.54,55701,56720,57025,True,0.912,0.93,True,0.00,33,214,100%,,,1,4.41,7.32,6.26,5.96,628299
,478918,,478918,478918,Budget,,M31G9,247,190,7.57,5.23,5.33,54783,56222,56653,True,0.875,0.875,True,0.00,144,103,100%,,,1,4.88,12.70,9.24,9.04,478918
,190802,,190802,190802,Budget,,M31E2,247,190,8.02,8.25,7.50,55237,56730,57187,False,,,True,0.00,84,163,66%,,,1,7.16,8.02,7.50,7.50,190802
,419538,,419538,419538,Budget,,M31H9,247,190,7.77,6.90,7.23,55015,56491,56933,True,0.935,0.935,True,0.00,111,136,100%,,,1,6.42,11.30,8.46,9.26,419538
,662538,,662538,662538,Budget,,M31H9,247,190,9.07,8.84,6.88,94106,95830,96346,True,0.952,0.887,True,0.00,56,191,100%,,,1,6.70,11.07,9.53,9.13,662538
,665320,,665320,665320,Budget,,M31H9,247,190,9.38,10.36,8.00,54629,56346,56880,False,,,True,0.00,140,107,43%,,,1,8.73,9.38,10.36,10.36,665320
,646525,,646525,646525,Budget,,35K13,247,190,9.15,8.29,7.35,93422,95160,95681,True,0.891,0.846,True,0.00,130,117,100%,,,1,6.28,9.36,8.82,9.02,646525
,230289,,230289,230289,Budget,,M24J9,247,190,11.27,11.26,9.40,55310,57403,58045,True,,,True,0.00,54,193,78%,,,1,8.92,11.27,9.88,10.78,230289
,424077,,424077,424077,Budget,,M31B3,247,190,7.24,6.58,5.38,94399,95774,96186,False,,0.826,True,0.00,30,217,87%,,,1,3.55,6.57,6.06,6.16,424077
,447520,,447520,447520,,,M32D5,247,190,7.99,7.26,6.60,94413,95930,96385,False,,,True,0.00,26,221,89%,,,1,7.29,7.26,4.50,4.50,447520
,422681,,422681,422681,,,M32D5,247,190,8.35,4.95,4.93,55729,56583,57058,True,,,True,0.00,105,142,57%,,,1,5.64,8.35,7.09,7.09,422681
,483662,,483662,483662,,,M32D5,247,190,10.71,12.64,7.96,55692,57726,58336,False,,,True,0.00,17,230,93%,,,1,9.12,12.64,12.64,12.64,483662
,599436,,599436,599436,,,M32D5,247,190,14.02,14.53,13.21,93622,96285,97084,True,,,True,0.00,71,176,71%,,,1,12.50,14.53,13.21,13.21,599436
,134016,,134016,134016,,,M32D5,247,190,6.19,5.63,7.18,55701,56877,57229,False,,,True,0.00,28,219,88%,,,1,5.21,5.63,6.53,6.53,134016
,36861,,36861,36861,Budget,,M32D5,247,190,5.77,6.28,4.81,93987,95084,95412,True,0.91,0.896,True,0.00,109,138,100%,,,1,4.34,6.56,4.85,6.15,36861
,663431,,663431,663431,,,M32D5,247,190,11.94,9.74,8.51,55771,58039,58719,True,,,True,0.00,9,238,96%,,,1,8.38,11.94,10.16,10.16,663431
,968084,,968084,968084,,,M32D5,247,190,11.18,11.01,10.01,94204,96328,96965,False,,,True,0.00,37,210,85%,,,1,8.49,11.01,11.66,11.66,968084
,148540,,148540,148540,Budget,,B41E3,247,190,10.76,9.80,10.39,54004,56049,56662,True,0.907,,True,0.00,174,73,100%,,,1,9.20,15.07,12.68,12.38,148540
,538992,,538992,538992,,,32G12,247,190,13.55,11.41,12.14,92706,95280,96052,True,0.892,0.938,True,0.00,141,106,100%,,,1,9.11,15.27,12.49,12.39,538992
,500592,,500592,500592,,,M30J9,247,190,9.52,9.52,10.36,54879,56687,57229,True,,,True,0.00,105,142,57%,,,1,5.52,12.58,9.15,9.15,500592
,528333,,528333,528333,,,M24G9,247,190,13.41,9.08,9.03,92346,94894,95658,True,0.812,0.836,True,0.00,169,78,100%,,,1,7.83,14.19,13.61,13.71,528333
,928630,,928630,928630,,,M24G9,247,190,17.39,15.81,15.47,92817,95764,96755,False,,,True,0.00,124,123,50%,,,1,8.82,17.39,15.47,15.47,928630
,221236,,221236,221236,Budget,,M25J1,247,190,10.86,11.10,11.14,54907,56970,57589,True,0.873,,True,0.00,89,158,100%,,,1,9.51,14.24,12.18,12.18,221236
,941490,,941490,941490,,,M33A5,247,190,15.92,12.62,13.24,92780,95805,96712,True,0.915,0.866,True,0.00,115,132,100%,,,1,12.35,17.41,15.78,15.98,941490
,654063,,654063,654063,Budget,,M33A5,247,190,7.26,6.60,6.00,94392,95771,96184,False,,,True,0.00,31,216,87%,,,1,7.83,7.26,4.50,4.50,654063
,846188,,846188,846188,Budget,,28K13,247,190,12.58,9.87,6.73,92504,94894,95611,True,0.885,0.864,True,0.00,168,79,100%,,,1,9.07,13.11,12.14,12.64,846188
,290466,,290466,290466,,,5-SCU,247,190,11.01,11.19,10.19,55794,57885,58512,False,,,True,0.00,7,240,97%,,,1,10.59,11.19,10.19,10.19,290466
,503786,,503786,503786,,,47B35,247,190,3.66,3.71,3.61,55739,56434,56642,True,,,True,0.00,38,209,84%,,,1,3.83,3.71,3.89,3.89,503786
,790435,,790435,790435,Budget,,B34F7,495,412,9.42,10.12,11.16,54783,58590,59371,False,,,True,0.00,124,371,75%,,,1,8.54,9.42,11.16,11.16,790435
,133040,,133035,133035,,,M24K6,495,375,3.14,2.85,2.59,55771,56946,57322,False,,,True,0.00,35,460,93%,,,1,2.35,2.85,2.14,2.14,133035
,133040,,133040,133040,,,M24K6,250,180,1.24,1.13,1.13,55771,55994,56080,False,,,True,0.00,88,162,65%,,,1,2.34,1.13,1.13,1.13,133040
,422383,,422383,422383,,,B40D1,247,190,18.34,23.02,11.30,54004,57119,58164,True,,,True,0.00,122,125,51%,,,1,14.69,18.34,18.28,18.28,422383
,796393,,796393,796393,,,B40D1,247,190,20.00,13.96,12.69,93785,97585,98725,True,,,True,0.00,41,206,83%,,,1,17.00,30.00,12.69,12.69,796393
,405985,,405985,405985,Budget,,35F10,247,190,8.59,9.21,6.28,94297,95930,96419,True,0.858,0.847,True,0.00,37,210,100%,,,1,5.85,10.32,9.74,9.84,405985
,519266,,519266,519266,,,35F10,247,206,5.45,4.95,4.50,55237,56471,56694,False,,,True,0.00,97,150,60%,,,1,9.90,5.45,4.50,4.50,519266
,382322,,382322,382322,,,M32B2,247,190,10.83,7.73,7.27,93046,95103,95720,True,0.935,0.927,True,0.00,145,102,100%,,,1,6.44,12.01,9.47,8.87,382322
,964351,,964351,964351,Budget,,M32B2,247,190,4.93,4.48,4.07,55484,56421,56702,False,,,True,0.00,80,167,68%,,,1,7.04,4.93,4.07,4.07,964351
,886202,,886202,886202,,,M32G2,247,190,5.67,4.71,4.28,55102,56179,56502,True,0.849,0.849,True,0.00,137,110,100%,,,1,4.10,7.80,6.35,6.15,886202
,969771,,969771,969771,,,M32A8,247,190,10.58,11.61,10.36,94204,96215,96818,True,0.913,0.919,True,0.00,39,208,100%,,,1,8.83,13.04,10.89,11.49,969771
,658590,,658590,658590,Budget,,M32A8,247,190,12.54,11.63,10.54,93773,96155,96869,True,0.913,0.958,True,0.00,67,180,100%,,Auto Customer wants call prior to delivery,1,10.53,14.20,12.57,12.37,658590
,112098,,112098,112098,,,M32A8,247,190,10.51,9.27,8.62,55354,57351,57950,True,0.962,0.966,True,0.00,50,197,100%,,,1,8.36,15.46,12.71,12.01,112098
,160887,,160887,160887,,,M32A8,247,206,8.33,9.13,5.56,94498,96213,96554,True,,,True,0.00,14,233,94%,,,1,6.07,9.13,7.44,7.44,160887
,367138,,367138,367138,,,M32A8,180,150,5.37,5.61,5.93,55208,56014,56175,True,0.94,0.893,True,0.00,125,55,100%,,,1,5.82,1.97,6.60,6.40,367138
,336125,,336125,336125,,,M30K2,247,190,17.11,23.41,11.77,54783,57804,58779,False,,,True,0.00,77,170,68%,,,1,12.92,17.11,23.41,23.41,336125
,215964,,215964,215964,,,M33G3,247,190,8.02,9.31,7.34,94571,96095,96552,True,0.967,0.878,True,0.00,6,241,100%,,,1,6.14,10.95,9.09,9.19,215964
,149865,,149865,149865,,,M33G3,247,190,9.58,7.72,6.54,93245,95065,95611,True,0.878,0.878,True,0.00,143,104,100%,,,1,6.29,10.19,8.59,8.79,149865
,431628,,431628,431628,Budget,,M33G3,247,190,8.64,10.48,7.38,94413,96055,96547,True,0.969,0.947,True,0.00,23,224,100%,,,1,6.68,12.20,9.49,9.89,431628
,208048,,208048,208048,Budget,,31G10,247,190,7.65,6.63,6.46,55157,56611,57047,True,0.816,0.965,True,0.00,94,153,100%,,,1,6.79,9.42,8.40,8.20,208048
,443030,,443030,443030,,,M32E4,247,190,12.29,9.97,12.03,54629,56965,57665,True,0.887,,True,0.00,101,146,100%,,,1,10.27,17.34,14.41,13.91,443030
,488397,,488397,488397,,,31F10,247,190,20.31,21.62,7.69,92312,95010,96167,False,,,True,0.00,170,77,31%,,,1,8.71,20.31,21.62,21.62,488397
,357957,,357957,357957,,,31F10,247,190,13.91,16.78,9.32,94198,96840,97632,True,,,True,0.00,30,217,88%,,,1,8.10,16.78,12.44,12.44,357957
,933577,,933577,933577,Budget,,25B11,247,190,10.56,8.41,7.29,93229,95236,95837,True,0.868,0.868,True,0.00,131,116,100%,,,1,7.02,11.50,9.36,9.56,933577
,156858,,156858,156858,,,B36D6,247,190,7.26,6.60,6.00,93857,95236,95649,False,,,True,0.00,105,142,57%,,,1,6.26,6.60,4.50,4.50,156858
,409116,,409116,409116,Budget,,M23K4,210,180,11.39,6.77,7.08,92706,94756,95097,True,,,True,0.00,168,42,20%,,,1,3.79,11.39,7.59,7.59,409116
,713814,,713814,713814,Budget,,M23K4,247,190,10.05,9.46,9.23,54428,56337,56909,True,0.956,0.936,True,0.00,144,103,100%,,,1,8.63,13.22,11.08,11.08,713814
,828865,,828865,828865,Budget,,B34K1,216,180,14.02,15.69,14.60,93306,95830,96334,True,0.824,0.889,True,0.00,93,123,100%,,,1,10.24,15.36,14.30,14.80,828865
,114320,,114320,114320,,,M38C4,247,190,10.28,10.59,9.63,54664,56530,57115,False,,,True,0.00,126,121,49%,,,1,9.31,10.28,8.75,8.75,114320
,3648,,3648,3648,,,M38C4,247,190,13.93,12.66,17.66,94413,97058,97852,False,,0.916,True,0.00,14,233,94%,,,1,10.68,12.66,10.53,10.53,3648
,538969,,538969,538969,,,BC40E,247,190,6.28,5.71,5.19,54907,56203,56560,False,,,True,0.00,138,109,44%,,,1,7.66,6.28,5.10,5.10,538969
,721998,,721998,721998,Budget,,B41E2,247,190,11.03,12.74,12.08,54664,56760,57388,False,,,True,0.00,110,137,55%,,,1,10.78,4.82,12.85,12.75,721998
,601244,,601244,601244,,,31B10,247,190,10.21,9.34,7.29,93665,95605,96186,True,0.884,0.859,True,0.00,93,154,100%,,,1,7.08,11.23,10.55,10.55,601244
,410616,,410616,410616,,,M33A6,495,412,7.61,8.64,4.27,92857,95860,96491,False,,,True,0.00,249,246,50%,,,1,5.42,7.61,8.64,8.64,410616
,496825,,496825,496825,,,M33A6,247,190,10.74,10.23,9.30,92955,94917,95529,True,,,True,0.00,162,85,34%,,,1,8.01,10.74,9.01,9.01,496825
,764921,,764920,764920,,,M33A6,247,190,6.91,6.28,5.71,94291,95603,95996,True,,,True,0.00,47,200,81%,,,1,8.83,6.28,4.50,4.50,764920
,764921,,764921,764921,,,M33A6,495,412,3.23,2.94,2.67,94291,95623,95891,True,,,True,0.00,101,394,80%,,,1,2.17,2.94,2.33,2.33,764921
,955385,,955385,955385,Budget,,M31H8,247,190,10.40,8.37,6.81,93108,95084,95676,True,0.831,0.864,True,0.00,145,102,100%,,,1,6.27,10.94,8.91,10.51,955385
,168282,,168282,168282,Budget,,M31H8,247,190,9.17,7.38,6.51,93000,94742,95264,True,0.901,0.901,True,0.00,176,71,100%,,,1,6.21,9.39,7.90,8.90,168282
,163614,,163614,163614,,,M25F1,247,190,10.99,9.99,9.08,94035,96122,96748,False,,,True,0.00,53,194,79%,,,1,9.10,9.99,7.50,7.50,163614
,597020,,597020,597020,,,M25F1,207,172,20.00,5.29,5.29,54472,56758,57458,False,,,True,0.00,128,79,38%,,,1,9.36,20.00,20.00,20.00,597020
,559357,,559357,559357,,,M32H2,495,412,4.44,4.09,3.72,93943,95772,96140,True,,,True,0.00,152,343,69%,,,1,2.77,4.09,3.50,3.50,559357
,559357,,559359,559359,,,M32H2,247,206,9.10,3.66,3.66,0,-15911,-15537,False,,,True,0.00,11994,-11747,"-4,901%",,,1,3.66,9.10,9.10,9.10,559359
,56364,,56364,56364,,,B34C2,247,190,8.19,8.92,8.11,93395,94951,95417,False,,,True,0.00,149,98,39%,,,1,5.44,8.92,9.22,9.22,56364
,292102,,292102,292102,Budget,,24D12,247,190,8.53,9.04,5.76,94035,95655,96141,True,0.888,0.861,True,0.00,68,179,100%,,,1,5.12,10.77,9.05,8.94,292102
,599243,,599243,599243,,,24D12,247,190,12.36,11.59,8.92,94586,96934,97638,True,,,True,0.00,2,245,99%,,,1,8.90,12.36,10.63,10.63,599243
,955437,,955373,955373,Budget,,24D12,247,190,5.90,6.91,6.28,55771,56892,57228,False,,,True,0.00,18,229,93%,,,1,4.46,6.91,8.77,8.77,955373
,955437,,955437,955437,Budget,,24D12,247,190,9.28,8.44,11.80,55771,57534,58062,False,,,True,0.00,11,236,95%,,,1,15.09,8.44,9.75,9.75,955437
,885861,,885861,885861,,,B34F6,247,190,12.56,9.87,8.97,92571,95204,95919,True,,,True,0.00,143,104,42%,,,1,21.12,12.56,15.41,15.41,885861
,523343,,523343,523343,,,B34F6,247,190,10.69,10.95,11.14,55712,57743,58352,True,,,True,0.00,15,232,94%,,,1,10.25,10.95,10.79,10.79,523343
,358014,,358031,358031,,,B34F6,247,190,11.48,10.57,9.61,53732,56015,56669,False,,,True,0.00,178,69,28%,,,1,12.19,11.48,9.61,9.61,358031
,124273,,124273,124273,,,M31E1,247,190,8.96,9.83,6.00,94090,95792,96302,False,,0.898,True,0.00,59,188,76%,,,1,6.56,9.83,8.64,9.34,124273
,728284,,728284,728284,,,M31E1,247,190,8.94,9.32,7.40,55794,57492,58001,True,,,True,0.00,9,238,96%,,,1,6.29,8.94,7.61,7.61,728284
,521203,,521203,521203,,,B35F7,247,190,7.15,6.50,5.91,94321,95679,96086,False,,,True,0.00,41,206,83%,,,1,8.75,6.50,4.04,4.04,521203
,189054,,189054,189054,,,35E10,247,190,9.27,8.79,10.08,54161,55923,56451,True,0.981,,True,0.00,185,62,100%,,,1,7.95,12.22,10.68,10.48,189054
,646054,,646054,646054,,,M37G1,247,190,6.22,6.23,4.85,55739,56920,57274,True,,,True,0.00,22,225,91%,,,1,6.02,6.23,5.89,5.89,646054
,822432,,822432,822432,Budget,,36C13,247,190,7.85,8.07,8.39,93422,94913,95360,True,0.856,0.859,True,0.00,152,95,100%,,,1,8.39,7.85,7.53,7.83,822432
,388896,,388896,388896,Budget,,B34G6,247,190,5.03,4.57,4.15,55826,56781,57067,False,,,True,0.00,10,237,96%,,,1,7.86,4.57,9.02,8.92,388896
,106092,,106092,106092,,,M32F8,247,190,7.56,5.71,5.75,93438,94875,95305,True,0.924,0.924,True,0.00,156,91,100%,,,1,5.27,7.84,6.70,6.80,106092
,476274,,476274,476274,,,M31J3,247,190,19.72,19.72,18.00,54193,57945,59069,False,,,True,0.00,85,162,66%,,,1,19.80,19.72,18.00,18.00,476274
,705288,,705288,705288,Budget,,M24C9,247,190,8.43,8.95,6.10,94279,95880,96360,True,0.876,0.835,True,0.00,40,207,100%,,,1,5.83,10.42,9.33,9.23,705288
,849223,,849223,849223,Budget,,M32B5,247,190,6.10,5.76,6.28,55728,56887,57234,True,0.957,0.933,True,0.00,24,223,100%,,,1,6.18,1.23,7.65,7.45,849223
,401865,,401865,401865,,,M32B5,247,190,12.33,17.89,11.85,93490,95832,96534,True,,,True,0.00,91,156,63%,,,1,8.69,17.89,13.00,13.00,401865
,401971,,401971,401971,,,M32B5,247,190,21.07,19.15,17.41,55610,59612,60812,True,,,True,0.00,12,235,95%,,,1,10.68,19.15,14.64,14.64,401971
,410555,,410555,410555,Budget,,M32B5,247,190,11.00,10.00,10.52,94498,96588,97215,False,,0.80,True,0.00,11,236,96%,,,1,8.66,10.00,11.16,9.46,410555
,638867,,638867,638867,,,M32B5,247,190,15.33,15.15,13.02,55354,58250,59123,False,,,True,0.00,35,212,86%,,,1,13.70,15.33,15.15,15.15,638867
,536345,,536345,536345,Budget,,M32B5,247,190,5.84,5.52,5.89,55045,56155,56487,True,0.891,0.891,True,0.00,142,105,100%,,,1,5.32,4.17,6.34,6.14,536345
,375012,,375012,375012,Budget,,M38A3,247,190,6.80,6.44,5.85,55102,56287,56674,False,,,True,0.00,130,117,47%,,,1,5.34,6.80,5.54,5.54,375012
,122988,,122988,122988,Budget,,M38D6,247,190,9.79,7.73,7.14,54428,56289,56847,True,0.829,0.885,True,0.00,148,99,100%,,,1,7.72,14.29,11.61,11.11,122988
,524316,,524316,524316,,,24D11,247,190,6.39,5.81,5.28,55001,56404,56768,False,,,True,0.00,107,140,56%,,,1,10.49,6.39,5.28,5.28,524316
,844619,,844619,844619,,,B34D6,247,190,8.58,9.79,7.27,94399,96030,96519,True,0.939,0.824,True,0.00,25,222,100%,,,1,7.27,10.01,9.19,9.09,844619
,275955,,275957,275957,,,23C11,247,190,9.69,8.81,9.09,93090,94858,95410,False,,,True,0.00,165,82,33%,,,1,5.40,9.69,9.93,9.93,275957
,275955,,275959,275959,,,23C11,247,190,3.88,3.89,3.88,55431,56178,56399,False,,,True,0.00,113,134,54%,,,1,4.82,3.88,3.56,3.56,275959
,275955,,275961,275961,,,23C11,247,190,10.59,11.79,16.12,55431,57444,58047,True,0.818,0.842,True,0.00,42,205,100%,,,1,12.52,37.83,26.88,27.78,275961
,275955,,275963,275963,,,23C11,247,190,16.84,15.31,13.92,55431,58614,59573,False,,,True,0.00,27,220,89%,,,1,13.12,16.84,12.90,12.90,275963
,230734,,230734,230734,,,M24A1,247,190,8.03,7.53,7.75,55134,56659,57116,True,0.94,0.94,True,0.00,92,155,100%,,,1,7.09,6.30,9.10,9.00,230734
,439153,,439153,439153,Budget,,25G10,247,190,6.99,7.57,8.04,54774,56103,56501,True,0.828,0.834,True,0.00,158,89,100%,,,1,7.34,2.24,8.19,8.19,439153
,117263,,117263,117263,Budget,,23A12,247,190,7.10,7.03,5.83,94106,95455,95859,True,0.895,0.888,True,0.00,72,175,100%,,,1,4.92,7.57,7.34,7.14,117263
,616850,,616850,616850,,,M32D6,247,190,9.35,9.66,6.44,94029,95805,96337,True,0.876,0.89,True,0.00,63,184,100%,,,1,5.85,11.89,9.97,9.67,616850
,651039,,651039,651039,,,25K11,247,190,18.00,4.95,4.50,55237,58657,59683,False,,,True,0.00,35,212,85%,,,1,18.00,22.00,4.50,4.50,651039
,752501,,752501,752501,Budget,,25B10,247,190,10.73,8.13,7.50,92742,94780,95391,True,0.866,0.89,True,0.00,175,72,100%,,,1,6.88,11.16,10.52,10.42,752501
,636827,,636827,636827,,,25B10,247,190,13.58,16.15,6.00,94204,96784,97558,False,,0.934,True,0.00,30,217,87%,,,1,14.60,16.15,14.98,15.08,636827
,225233,,225233,225233,,,25B10,247,190,14.13,9.63,10.65,92057,94742,95547,True,0.907,0.893,True,0.00,181,66,100%,,,1,8.99,16.73,13.36,13.16,225233
,554440,,554440,554440,,,31H13,247,190,8.30,7.58,7.56,54472,56049,56522,True,0.927,0.946,True,0.00,169,78,100%,,,1,7.45,3.00,10.48,10.38,554440
,599058,,599058,599058,,,M33E5,247,190,11.60,11.29,10.46,55237,57425,58086,False,,,True,0.00,56,191,77%,,,1,10.96,11.60,10.00,10.00,599058
,616642,,616642,616642,,,M33E5,207,172,7.34,6.40,6.30,54846,56108,56364,True,0.904,0.912,True,0.00,140,67,100%,,,1,5.96,9.58,7.82,8.02,616642
,174833,,174833,174833,Budget,,M33E5,247,190,6.52,6.19,5.63,93785,95023,95394,False,,,True,0.00,128,119,48%,,,1,5.28,6.19,4.50,4.50,174833
,650926,,650926,650926,Budget,,M33E5,247,190,18.04,14.50,14.50,53596,56371,57399,True,,,True,0.00,162,85,34%,,,1,13.42,18.04,15.31,15.31,650926
,519044,,519044,519044,,,7-BAR,247,190,17.28,16.78,9.68,94586,97869,98853,True,0.875,,True,0.00,1,246,100%,,,1,9.02,25.14,17.18,18.68,519044
,635790,,635790,635790,,,P9-K7,247,206,4.50,4.50,4.50,94140,95067,95251,False,,,True,0.00,106,141,57%,,,1,4.50,4.50,4.50,4.50,635790
,883397,,642739,642739,,,P9-K7,247,206,4.95,4.50,4.50,44837,45000,45202,False,,,True,0.00,2190,-1943,-873%,,,1,4.52,4.95,4.50,4.50,642739
,455225,,455225,455225,,,P9-K7,211,206,11.76,10.81,9.12,93653,96075,96133,True,0.935,0.884,True,0.00,82,129,100%,,,1,8.69,13.82,12.16,12.46,455225
,467311,,467311,467311,,,P9-K7,247,190,9.02,8.03,8.44,55771,57485,57999,True,0.988,0.94,True,0.00,12,235,100%,,,1,8.14,4.90,10.47,10.67,467311
,510637,,510637,510637,Budget,,P9-K7,247,190,6.70,6.09,5.54,93713,94985,95366,False,,,True,0.00,135,112,45%,,,1,5.56,9.00,4.50,4.50,510637
,147215,,147215,147215,,,P9-K7,247,190,13.06,12.33,13.00,53732,56476,57220,False,,,True,0.00,144,103,42%,,,1,15.37,13.06,13.00,13.00,147215
,101059,,101059,101059,,,P9-K7,202,168,4.87,4.67,4.40,55310,56128,56293,True,0.806,0.806,True,0.00,117,85,100%,,,1,4.34,3.58,5.31,5.21,101059
,199001,,199001,199001,Budget,,P9-K7,247,190,9.27,7.69,7.03,93000,94761,95289,True,0.909,0.909,True,0.00,174,73,100%,,,1,6.78,9.34,8.81,8.91,199001
,208016,,208015,208015,,,P9-K7,495,412,4.65,4.30,5.45,55729,57644,58029,True,,,True,0.00,32,463,93%,,,1,2.20,4.30,4.50,4.50,208015
,208016,,208016,208016,,,P9-K7,247,190,4.82,4.97,4.52,55729,56644,56918,False,,,True,0.00,31,216,87%,,,1,3.33,4.97,4.50,4.50,208016
